NodeOne,Relation,NodeTwo,NodeClass
Field Marketing Executive,belongsToIndustry,Banking
Field Marketing Executive,belongsToIndustry,Technology
Field Marketing Executive,belongsToIndustry,Retail
Field Marketing Executive,belongsToIndustry,FMCG
Field Marketing Executive,belongsToIndustry,Pharmaceuticals
Field Marketing Executive,belongsToIndustry,Consumer Electronics
Field Marketing Executive,belongsToIndustry,Telecommunications
Field Marketing Executive,belongsToCompanyType,Startups
Field Marketing Executive,belongsToCompanyType,Reputed Company
Field Marketing Executive,requiresEducation,Graduate
Field Marketing Executive,requiresFieldOfStudy,Business
Field Marketing Executive,requiresFieldOfStudy,Commerce
Field Marketing Executive,requiresFieldOfStudy,IT
Field Marketing Executive,requiresFieldOfStudy,Economics
Field Marketing Executive,requiresJobPreference,Field Jobs
Field Marketing Executive,requiresContractType,Full-time
Field Marketing Executive,requiresContractType,Part-time
Field Marketing Executive,requiresContractType,Contract
Field Marketing Executive,requiresShift,Day Shift
Field Marketing Executive,salaryBenefit,Incentives
Field Marketing Executive,salaryBenefit,ESI
Field Marketing Executive,salaryBenefit,PF
Field Marketing Executive,salaryBenefit,Insurance
Field Marketing Executive,salaryBenefit,Travel Allowance
Field Marketing Executive,salaryBenefit,Petrol Allowance
Field Marketing Executive,genderPreference,Male
Field Marketing Executive,requiresLocation,Metro City
Field Marketing Executive,requiresLocation,Open to Relocation Across India
Field Marketing Executive,requiresExperience,1+ Years Experience
Field Marketing Executive,assetRequired,Two-Wheeler
Field Marketing Executive,assetRequired,License
Business Development Executive,requiresSkill,CRM Usage
Business Development Executive,requiresSkill,Sales Reporting
Business Development Executive,requiresSkill,Market Analysis
Business Development Executive,requiresSkill,POS Systems
Business Development Executive,requiresSkill,Lead Generation Tools
Business Development Executive,requiresSkill,Strong Communication
Business Development Executive,requiresSkill,Persuasive Abilities
Business Development Executive,requiresSkill,Customer Relations
Business Development Executive,requiresSkill,Emotional Intelligence
Business Development Executive,belongsToIndustry,Banking
Business Development Executive,belongsToIndustry,Technology
Business Development Executive,belongsToIndustry,Retail
Business Development Executive,belongsToIndustry,FMCG
Business Development Executive,belongsToIndustry,Pharmaceuticals
Business Development Executive,belongsToIndustry,Consumer Electronics
Business Development Executive,belongsToIndustry,Telecommunications
Business Development Executive,belongsToCompanyType,Startups
Business Development Executive,belongsToCompanyType,Reputed Company
Business Development Executive,requiresEducation,Graduate
Business Development Executive,requiresFieldOfStudy,Business
Business Development Executive,requiresFieldOfStudy,Commerce
Business Development Executive,requiresFieldOfStudy,IT
Business Development Executive,requiresFieldOfStudy,Economics
Business Development Executive,requiresJobPreference,Field Jobs
Business Development Executive,requiresContractType,Full-time
Business Development Executive,requiresContractType,Part-time
Business Development Executive,requiresContractType,Contract
Business Development Executive,requiresShift,Day Shift
Business Development Executive,salaryBenefit,Incentives
Business Development Executive,salaryBenefit,ESI
Business Development Executive,salaryBenefit,PF
Business Development Executive,salaryBenefit,Insurance
Business Development Executive,salaryBenefit,Travel Allowance
Business Development Executive,salaryBenefit,Petrol Allowance
Business Development Executive,genderPreference,Male
Business Development Executive,requiresLocation,Metro City
Business Development Executive,requiresLocation,Open to Relocation Across India
Business Development Executive,requiresExperience,1+ Years Experience
Business Development Executive,assetRequired,Two-Wheeler
Business Development Executive,assetRequired,License
Territory Sales Manager,requiresSkill,CRM Usage
Territory Sales Manager,requiresSkill,Sales Reporting
Territory Sales Manager,requiresSkill,Market Analysis
Territory Sales Manager,requiresSkill,POS Systems
Territory Sales Manager,requiresSkill,Lead Generation Tools
Territory Sales Manager,requiresSkill,Strong Communication
Territory Sales Manager,requiresSkill,Persuasive Abilities
Territory Sales Manager,requiresSkill,Customer Relations
Territory Sales Manager,requiresSkill,Emotional Intelligence
Territory Sales Manager,belongsToIndustry,Banking
Territory Sales Manager,belongsToIndustry,Technology
Territory Sales Manager,belongsToIndustry,Retail
Territory Sales Manager,belongsToIndustry,FMCG
Territory Sales Manager,belongsToIndustry,Pharmaceuticals
Territory Sales Manager,belongsToIndustry,Consumer Electronics
Territory Sales Manager,belongsToIndustry,Telecommunications
Territory Sales Manager,belongsToCompanyType,Startups
Territory Sales Manager,belongsToCompanyType,Reputed Company
Territory Sales Manager,requiresEducation,Graduate
Territory Sales Manager,requiresFieldOfStudy,Business
Territory Sales Manager,requiresFieldOfStudy,Commerce
Territory Sales Manager,requiresFieldOfStudy,IT
Territory Sales Manager,requiresFieldOfStudy,Economics
Territory Sales Manager,requiresJobPreference,Field Jobs
Territory Sales Manager,requiresContractType,Full-time
Territory Sales Manager,requiresContractType,Part-time
Territory Sales Manager,requiresContractType,Contract
Territory Sales Manager,requiresShift,Day Shift
Territory Sales Manager,salaryBenefit,Incentives
Territory Sales Manager,salaryBenefit,ESI
Territory Sales Manager,salaryBenefit,PF
Territory Sales Manager,salaryBenefit,Insurance
Territory Sales Manager,salaryBenefit,Travel Allowance
Territory Sales Manager,salaryBenefit,Petrol Allowance
Territory Sales Manager,genderPreference,Male
Territory Sales Manager,requiresLocation,Metro City
Territory Sales Manager,requiresLocation,Open to Relocation Across India
Territory Sales Manager,requiresExperience,1+ Years Experience
Territory Sales Manager,assetRequired,Two-Wheeler
Territory Sales Manager,assetRequired,License
